filename, row_num, aid, status, num_context_saved, message
dlahrPrep_121231_BARD.xlsx, 2, 1815, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 8, 1816, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 14, 1876, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 20, 1877, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 26, 1882, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 32, 1883, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 38, 1886, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 44, 504314, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 50, 504315, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 56, 504316, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 62, 504318, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 68, 504320, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 74, 448, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 75, 1011, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 76, 956, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 80, 596, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 84, 911, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 88, 991, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 89, 937, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 93, 595, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 98, 632, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 103, 603, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 104, 957, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 107, 992, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 110, 998, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 113, 348, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 114, 360, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 115, 997, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 116, 1382, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 117, 1393, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 118, 902, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 119, 903, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 120, 904, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 121, 924, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 122, 597, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 126, 890, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 130, 990, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 133, 1035, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 134, 1036, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 138, 1037, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 142, 1038, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 146, 1039, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 150, 1041, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 157, 1042, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 164, 1043, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 168, 1653, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 169, 1865, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 174, 493065, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 178, 493066, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 183, 493067, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 188, 493071, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 193, 493074, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 198, 607, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 199, 907, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 200, 916, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 207, 662, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 214, 905, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 215, 906, fail, 0, aid found in cell not a number or not in must load list, 
dlahrPrep_121231_BARD.xlsx, 216, 926, fail, 0, aid found in cell not a number or not in must load list, 
